pdf_file,output,flag,username,timestamp
"{""path"":""flagged/pdf_file/2dd4dd2f049792cf5baa/bassim_resume_oct_2023.pdf"",""url"":""http://127.0.0.1:7860/file=/private/var/folders/g9/p1ndxj7d5xjcn94hnzj5r_xm0000gn/T/gradio/fda2acb70dffdc462d8385b9fafca85324adb247/bassim_resume_oct_2023.pdf"",""size"":176887,""orig_name"":""bassim_resume_oct_2023.pdf"",""mime_type"":""""}","{""path"":""flagged/output/81dcaffa9a79031164e2/image.PNG"",""url"":null,""size"":null,""orig_name"":""image.PNG"",""mime_type"":null}",,,2023-12-21 23:43:41.845527
